"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"2154","Paraguay","Electricity - Consumption by other",2002,"Kilowatt-hours, million",2606,NA,"total_electricity"
"2155","Paraguay","Electricity - Consumption by other",2001,"Kilowatt-hours, million",2691.19,NA,"total_electricity"
"2156","Paraguay","Electricity - Consumption by other",2000,"Kilowatt-hours, million",2720.64,NA,"total_electricity"
"2157","Paraguay","Electricity - Consumption by other",1999,"Kilowatt-hours, million",2544.89,NA,"total_electricity"
"2158","Paraguay","Electricity - Consumption by other",1998,"Kilowatt-hours, million",3162.42,NA,"total_electricity"
"2159","Paraguay","Electricity - Consumption by other",1997,"Kilowatt-hours, million",3063,NA,"total_electricity"
"2160","Paraguay","Electricity - Consumption by other",1996,"Kilowatt-hours, million",2813,NA,"total_electricity"
"2161","Paraguay","Electricity - Consumption by other",1995,"Kilowatt-hours, million",2576,NA,"total_electricity"
"2162","Paraguay","Electricity - Consumption by other",1994,"Kilowatt-hours, million",2384,1,"total_electricity"
"2163","Paraguay","Electricity - Consumption by other",1993,"Kilowatt-hours, million",2030,1,"total_electricity"
"2164","Paraguay","Electricity - Consumption by other",1992,"Kilowatt-hours, million",1625,1,"total_electricity"
"2165","Paraguay","Electricity - Consumption by other",1991,"Kilowatt-hours, million",1574,NA,"total_electricity"
"2166","Paraguay","Electricity - Consumption by other",1990,"Kilowatt-hours, million",1338,NA,"total_electricity"
"2167","Peru","Electricity - Consumption by other",2014,"Kilowatt-hours, million",17884,NA,"total_electricity"
"2168","Peru","Electricity - Consumption by other",2013,"Kilowatt-hours, million",17499.41,NA,"total_electricity"
"2169","Peru","Electricity - Consumption by other",2012,"Kilowatt-hours, million",16939,NA,"total_electricity"
"2170","Peru","Electricity - Consumption by other",2011,"Kilowatt-hours, million",16542,NA,"total_electricity"
"2171","Peru","Electricity - Consumption by other",2010,"Kilowatt-hours, million",14793,NA,"total_electricity"
"2172","Peru","Electricity - Consumption by other",2009,"Kilowatt-hours, million",14143,NA,"total_electricity"
"2173","Peru","Electricity - Consumption by other",2008,"Kilowatt-hours, million",13207,NA,"total_electricity"
"2174","Peru","Electricity - Consumption by other",2007,"Kilowatt-hours, million",12150,NA,"total_electricity"
"2175","Peru","Electricity - Consumption by other",2006,"Kilowatt-hours, million",11446,NA,"total_electricity"
"2176","Peru","Electricity - Consumption by other",2005,"Kilowatt-hours, million",10174,NA,"total_electricity"
"2177","Peru","Electricity - Consumption by other",2004,"Kilowatt-hours, million",9315,NA,"total_electricity"
"2178","Peru","Electricity - Consumption by other",2003,"Kilowatt-hours, million",8691,NA,"total_electricity"
"2179","Peru","Electricity - Consumption by other",2002,"Kilowatt-hours, million",8348,NA,"total_electricity"
"2180","Peru","Electricity - Consumption by other",2001,"Kilowatt-hours, million",7854,NA,"total_electricity"
"2181","Peru","Electricity - Consumption by other",2000,"Kilowatt-hours, million",7493.4979,NA,"total_electricity"
"2182","Peru","Electricity - Consumption by other",1999,"Kilowatt-hours, million",7040.1502,NA,"total_electricity"
"2183","Peru","Electricity - Consumption by other",1998,"Kilowatt-hours, million",6977.4561393,NA,"total_electricity"
"2184","Peru","Electricity - Consumption by other",1997,"Kilowatt-hours, million",6257,NA,"total_electricity"
"2185","Peru","Electricity - Consumption by other",1996,"Kilowatt-hours, million",5945,NA,"total_electricity"
"2186","Peru","Electricity - Consumption by other",1995,"Kilowatt-hours, million",5433,NA,"total_electricity"
"2187","Peru","Electricity - Consumption by other",1994,"Kilowatt-hours, million",6909,NA,"total_electricity"
"2188","Peru","Electricity - Consumption by other",1993,"Kilowatt-hours, million",7299,NA,"total_electricity"
"2189","Peru","Electricity - Consumption by other",1992,"Kilowatt-hours, million",8797,NA,"total_electricity"
"2190","Peru","Electricity - Consumption by other",1991,"Kilowatt-hours, million",9020,NA,"total_electricity"
"2191","Peru","Electricity - Consumption by other",1990,"Kilowatt-hours, million",8315,NA,"total_electricity"
"2192","Suriname","Electricity - Consumption by other",2014,"Kilowatt-hours, million",1009.2,NA,"total_electricity"
"2193","Suriname","Electricity - Consumption by other",2013,"Kilowatt-hours, million",988.3,NA,"total_electricity"
"2194","Suriname","Electricity - Consumption by other",2012,"Kilowatt-hours, million",895.56,NA,"total_electricity"
"2195","Suriname","Electricity - Consumption by other",2011,"Kilowatt-hours, million",855.37,NA,"total_electricity"
"2196","Suriname","Electricity - Consumption by other",2010,"Kilowatt-hours, million",736.61,NA,"total_electricity"
"2197","Suriname","Electricity - Consumption by other",2009,"Kilowatt-hours, million",741.13,NA,"total_electricity"
"2198","Suriname","Electricity - Consumption by other",2008,"Kilowatt-hours, million",672.46,NA,"total_electricity"
"2199","Suriname","Electricity - Consumption by other",2007,"Kilowatt-hours, million",629.26,NA,"total_electricity"
"2200","Suriname","Electricity - Consumption by other",2006,"Kilowatt-hours, million",599.6,NA,"total_electricity"
"2201","Suriname","Electricity - Consumption by other",2005,"Kilowatt-hours, million",677.2,NA,"total_electricity"
"2202","Suriname","Electricity - Consumption by other",2004,"Kilowatt-hours, million",616.3,NA,"total_electricity"
"2203","Suriname","Electricity - Consumption by other",2003,"Kilowatt-hours, million",573.8,NA,"total_electricity"
"2204","Suriname","Electricity - Consumption by other",2002,"Kilowatt-hours, million",466.6,NA,"total_electricity"
"2205","Suriname","Electricity - Consumption by other",2001,"Kilowatt-hours, million",449,1,"total_electricity"
"2206","Suriname","Electricity - Consumption by other",2000,"Kilowatt-hours, million",404,1,"total_electricity"
"2207","Suriname","Electricity - Consumption by other",1999,"Kilowatt-hours, million",422,NA,"total_electricity"
"2208","Suriname","Electricity - Consumption by other",1998,"Kilowatt-hours, million",413,NA,"total_electricity"
"2209","Suriname","Electricity - Consumption by other",1997,"Kilowatt-hours, million",411,NA,"total_electricity"
"2210","Suriname","Electricity - Consumption by other",1996,"Kilowatt-hours, million",409,NA,"total_electricity"
"2211","Suriname","Electricity - Consumption by other",1995,"Kilowatt-hours, million",401,NA,"total_electricity"
"2212","Suriname","Electricity - Consumption by other",1994,"Kilowatt-hours, million",399,NA,"total_electricity"
"2213","Suriname","Electricity - Consumption by other",1993,"Kilowatt-hours, million",397,NA,"total_electricity"
"2214","Suriname","Electricity - Consumption by other",1992,"Kilowatt-hours, million",393,NA,"total_electricity"
"2215","Suriname","Electricity - Consumption by other",1991,"Kilowatt-hours, million",384,NA,"total_electricity"
"2216","Suriname","Electricity - Consumption by other",1990,"Kilowatt-hours, million",269,NA,"total_electricity"
"2217","Trinidad and Tobago","Electricity - Consumption by other",2014,"Kilowatt-hours, million",3680,NA,"total_electricity"
"2218","Trinidad and Tobago","Electricity - Consumption by other",2013,"Kilowatt-hours, million",3530,NA,"total_electricity"
"2219","Trinidad and Tobago","Electricity - Consumption by other",2012,"Kilowatt-hours, million",3385,NA,"total_electricity"
"2220","Trinidad and Tobago","Electricity - Consumption by other",2011,"Kilowatt-hours, million",3247,NA,"total_electricity"
"2221","Trinidad and Tobago","Electricity - Consumption by other",2010,"Kilowatt-hours, million",3150,NA,"total_electricity"
"2222","Trinidad and Tobago","Electricity - Consumption by other",2009,"Kilowatt-hours, million",2961,NA,"total_electricity"
"2223","Trinidad and Tobago","Electricity - Consumption by other",2008,"Kilowatt-hours, million",2833,NA,"total_electricity"
"2224","Trinidad and Tobago","Electricity - Consumption by other",2007,"Kilowatt-hours, million",2703,NA,"total_electricity"
"2225","Trinidad and Tobago","Electricity - Consumption by other",2006,"Kilowatt-hours, million",2498,NA,"total_electricity"
"2226","Trinidad and Tobago","Electricity - Consumption by other",2005,"Kilowatt-hours, million",2254,NA,"total_electricity"
"2227","Trinidad and Tobago","Electricity - Consumption by other",2004,"Kilowatt-hours, million",2053,NA,"total_electricity"
"2228","Trinidad and Tobago","Electricity - Consumption by other",2003,"Kilowatt-hours, million",2147,NA,"total_electricity"
"2229","Trinidad and Tobago","Electricity - Consumption by other",2002,"Kilowatt-hours, million",1878,NA,"total_electricity"
"2230","Trinidad and Tobago","Electricity - Consumption by other",2001,"Kilowatt-hours, million",1827,NA,"total_electricity"
"2231","Trinidad and Tobago","Electricity - Consumption by other",2000,"Kilowatt-hours, million",1744,NA,"total_electricity"
"2232","Trinidad and Tobago","Electricity - Consumption by other",1999,"Kilowatt-hours, million",1619,NA,"total_electricity"
"2233","Trinidad and Tobago","Electricity - Consumption by other",1998,"Kilowatt-hours, million",1584,NA,"total_electricity"
"2234","Trinidad and Tobago","Electricity - Consumption by other",1997,"Kilowatt-hours, million",1421,NA,"total_electricity"
"2235","Trinidad and Tobago","Electricity - Consumption by other",1996,"Kilowatt-hours, million",1378,NA,"total_electricity"
"2236","Trinidad and Tobago","Electricity - Consumption by other",1995,"Kilowatt-hours, million",1362,NA,"total_electricity"
"2237","Trinidad and Tobago","Electricity - Consumption by other",1994,"Kilowatt-hours, million",1262,NA,"total_electricity"
"2238","Trinidad and Tobago","Electricity - Consumption by other",1993,"Kilowatt-hours, million",1285,NA,"total_electricity"
"2239","Trinidad and Tobago","Electricity - Consumption by other",1992,"Kilowatt-hours, million",1259,NA,"total_electricity"
"2240","Trinidad and Tobago","Electricity - Consumption by other",1991,"Kilowatt-hours, million",1164,NA,"total_electricity"
"2241","Trinidad and Tobago","Electricity - Consumption by other",1990,"Kilowatt-hours, million",1186,NA,"total_electricity"
"2242","Uruguay","Electricity - Consumption by other",2014,"Kilowatt-hours, million",7226.1,NA,"total_electricity"
"2243","Uruguay","Electricity - Consumption by other",2013,"Kilowatt-hours, million",7224.8,NA,"total_electricity"
"2244","Uruguay","Electricity - Consumption by other",2012,"Kilowatt-hours, million",7102.8,NA,"total_electricity"
"2245","Uruguay","Electricity - Consumption by other",2011,"Kilowatt-hours, million",6781.7,NA,"total_electricity"
"2246","Uruguay","Electricity - Consumption by other",2010,"Kilowatt-hours, million",6455.3,NA,"total_electricity"
"2247","Uruguay","Electricity - Consumption by other",2009,"Kilowatt-hours, million",6164.5,NA,"total_electricity"
"2248","Uruguay","Electricity - Consumption by other",2008,"Kilowatt-hours, million",5933.3,NA,"total_electricity"
"2249","Uruguay","Electricity - Consumption by other",2007,"Kilowatt-hours, million",5204,NA,"total_electricity"
"2250","Uruguay","Electricity - Consumption by other",2006,"Kilowatt-hours, million",4827,NA,"total_electricity"
"2251","Uruguay","Electricity - Consumption by other",2005,"Kilowatt-hours, million",4774,NA,"total_electricity"
"2252","Uruguay","Electricity - Consumption by other",2004,"Kilowatt-hours, million",4644,NA,"total_electricity"
"2253","Uruguay","Electricity - Consumption by other",2003,"Kilowatt-hours, million",4508,NA,"total_electricity"
"2254","Uruguay","Electricity - Consumption by other",2002,"Kilowatt-hours, million",4708,NA,"total_electricity"
"2255","Uruguay","Electricity - Consumption by other",2001,"Kilowatt-hours, million",4850,NA,"total_electricity"
"2256","Uruguay","Electricity - Consumption by other",2000,"Kilowatt-hours, million",4826,NA,"total_electricity"
"2257","Uruguay","Electricity - Consumption by other",1999,"Kilowatt-hours, million",4651,NA,"total_electricity"
"2258","Uruguay","Electricity - Consumption by other",1998,"Kilowatt-hours, million",4476,NA,"total_electricity"
"2259","Uruguay","Electricity - Consumption by other",1997,"Kilowatt-hours, million",4281,NA,"total_electricity"
"2260","Uruguay","Electricity - Consumption by other",1996,"Kilowatt-hours, million",3919,NA,"total_electricity"
"2261","Uruguay","Electricity - Consumption by other",1995,"Kilowatt-hours, million",3688,NA,"total_electricity"
"2262","Uruguay","Electricity - Consumption by other",1994,"Kilowatt-hours, million",3165,NA,"total_electricity"
"2263","Uruguay","Electricity - Consumption by other",1993,"Kilowatt-hours, million",3029,NA,"total_electricity"
"2264","Uruguay","Electricity - Consumption by other",1992,"Kilowatt-hours, million",2699,NA,"total_electricity"
"2265","Uruguay","Electricity - Consumption by other",1991,"Kilowatt-hours, million",2592,NA,"total_electricity"
"2266","Uruguay","Electricity - Consumption by other",1990,"Kilowatt-hours, million",2308,NA,"total_electricity"
"2267","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2014,"Kilowatt-hours, million",44020,NA,"total_electricity"
"2268","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2013,"Kilowatt-hours, million",47455,NA,"total_electricity"
"2269","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2012,"Kilowatt-hours, million",48200,NA,"total_electricity"
"2270","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2011,"Kilowatt-hours, million",46487,NA,"total_electricity"
"2271","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2010,"Kilowatt-hours, million",44553,NA,"total_electricity"
"2272","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2009,"Kilowatt-hours, million",44916,NA,"total_electricity"
"2273","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2008,"Kilowatt-hours, million",43218,NA,"total_electricity"
"2274","Venezuela (Bolivar. Rep.)","Electricity - Consumption by other",2007,"Kilowatt-hours, million",42584,NA,"total_electricity"
